SCTID	FullySpecifiedName	DateOfStatusChange	SubsetStatus	SNOMEDStatus
51677000	Atheroembolism of renal arteries (disorder)	8/1/2007	ACTIVE	ACTIVE (Current)
425527003	Atheromatous embolus of lower limb (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
427567003	Atheromatous embolus of upper limb (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
81817003	Atherosclerosis of aorta (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
51274000	Atherosclerosis of arteries of the extremities (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
45281005	Atherosclerosis of renal artery (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
129573006	Atherosclerotic occlusive disease (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
302910002	Atherosclerotic renal artery stenosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
75019001	Athetoid cerebral palsy (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
44913001	Athetosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
45179004	Atlantoaxial subluxation (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
78044008	Atlanto-occipital malformation (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
27214003	Atonic postpartum hemorrhage (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
42365007	Atonic seizure (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
231854006	Atopic conjunctivitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
24079001	Atopic dermatitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
55985003	Atopic reaction (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
38103000	Atopic rhinitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
204431007	Atresia and stenosis of aorta (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
204711007	Atresia of large intestine (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
17366009	Atrial arrhythmia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
82608003	Atrial dilatation (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
49436004	Atrial fibrillation (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
5370000	Atrial flutter (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
195126007	Atrial hypertrophy (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
70142008	Atrial septal defect (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
253371000	Atrial septal defect through coronary sinus orifice (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
204315000	Atrial septal defect within oval fossa (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
276796006	Atrial tachycardia (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
233917008	Atrioventricular block (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
50799005	Atrioventricular dissociation (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
11849007	Atrioventricular junctional rhythm (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
253373002	Atrioventricular septal defect - isolated atrial component (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
30475004	Atrophia cutis senilis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
301455002	Atrophic endometrium (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
84568007	Atrophic gastritis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
95709007	Atrophic iris (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
72052003	Atrophic nonflaccid tympanic membrane (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
28111002	Atrophic rhinitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
201070005	Atrophic spots of skin (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
52441000	Atrophic vaginitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
248861000	Atrophic vulva (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
399979006	Atrophoderma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
367508007	Atrophoderma maculatum (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
32909009	Atrophoderma neuriticum (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
2736005	Atrophoderma vermiculatum (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
20897003	Atrophy of breast (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
197659005	Atrophy of kidney (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
410073008	Atrophy of orbital structure (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
88281007	Atrophy of pancreas (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
29524003	Atrophy of prostate (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
48128006	Atrophy of salivary gland (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
17585008	Atrophy of testis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
50805004	Atrophy of tongue (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
9491003	Atrophy of tongue papillae (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
297147009	Atrophy of vagina (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
427907007	Atrophy of vocal cord (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
406506008	Attention deficit hyperactivity disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
31177006	Attention deficit hyperactivity disorder, combined type (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
7461003	Attention deficit hyperactivity disorder, predominantly hyperactive impulsive type (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
35253001	Attention deficit hyperactivity disorder, predominantly inattentive type (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
23374007	Atypical absence seizure (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
21011008	Atypical Argyll-Robertson pupil (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
102589003	Atypical chest pain (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
191659001	Atypical depressive disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
277158007	Atypical endometrial hyperplasia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
71303008	Atypical facial pain (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
254754005	Atypical fibroxanthoma of skin (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
369462000	Atypical hyperplasia of breast (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
427785007	Atypical hyperplasia of lactiferous duct (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
427285006	Atypical lipoma of soft tissue (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
191658009	Atypical manic disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111812000	Atypical mycobacterial infection (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
423892009	Atypical mycobacterial infection of hand (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
233606009	Atypical pneumonia (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
362989003	Auditory dysfunction (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
45150006	Auditory hallucinations (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
229752008	Auditory processing disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
268363004	Auditory/vestibular test abnormal (finding)	11/1/2006	ACTIVE	ACTIVE (Current)
45294007	Auriculotemporal syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
408856003	Autistic disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
43614003	Autistic disorder of childhood onset (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
165879008	Autoantibody titer positive (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
85828009	Autoimmune disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
232308006	Autoimmune disorder of inner ear (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
413603009	Autoimmune hemolytic anemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
41864002	Autoimmune polyendocrinopathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
66944004	Autoimmune thyroiditis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
129618003	Autonomic dysreflexia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
277879009	Autonomic neuropathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
428113000	Autosomal aneuploidy (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
403759001	Autosomal chromosomal disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
254273005	Autosomal deletion - mosaicism (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
429442006	Autosomal duplication (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
397758007	Avascular necrosis of bone (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
360466009	Avascular necrosis of lunate (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
111255008	Avascular necrosis of the capital femoral epiphysis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
203476003	Avascular necrosis of the head of femur (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
55604004	Avian influenza (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
37872007	Avoidant disorder of childhood OR adolescence (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
37746008	Avoidant personality disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
284554003	Avulsion - injury (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
281602002	Avulsion of ligament with bony fragment (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
204152008	Axenfeld anomaly (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
417604002	Axenfeld-Rieger syndrome (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
210824000	Axillary blood vessel injury (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
127189005	Axillary lymphadenopathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
230636004	Axillary nerve compression (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
78862003	Ayerza's syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
48188009	Azoospermia (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
427069009	Azoospermia due to chemotherapy AND/OR radiation (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
427670006	Azoospermia due to drug (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
427121008	Azoospermia due to obstruction (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
425793006	Azoospermia due to systemic disease (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
91952008	Azorean disease (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
21061004	Babesiosis (disorder)	6/5/2006	ACTIVE	ACTIVE (Current)
310493005	Baby birth weight = 1.0-1.5kg (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
310494004	Baby birth weight = 1.5-2.0kg (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
310538001	Baby birth weight 2.0-2.5kg (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
310539009	Baby birth weight above 2.5kg (finding)	1/1/2008	ACTIVE	ACTIVE (Current)
169861003	Baby BW = 3% - 9% (2500-2849g) (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
310529003	Baby premature 37 weeks (finding)	2/1/2007	ACTIVE	ACTIVE (Current)
58213005	Bacillary angiomatosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
66540002	Back strain of thoracic region (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
5758002	Bacteremia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
428885001	Bacteremia associated with intravascular line (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
428763004	Bacteremia due to Staphylococcus aureus (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
48245008	Bacterial arthritis (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
43823002	Bacterial cholangitis (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
128350005	Bacterial conjunctivitis (disorder)	6/5/2006	ACTIVE	ACTIVE (Current)
424551004	Bacterial cystitis (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
301183007	Bacterial endocarditis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
75375008	Bacterial enteritis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
66107000	Bacterial food poisoning (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
24448007	Bacterial infection due to Klebsiella pneumoniae (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
63398001	Bacterial infection due to Pseudomonas (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
87628006	Bacterial infectious disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
314557000	Bacterial keratitis (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
95883001	Bacterial meningitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
425887005	Bacterial meningitis due to Gram-negative bacteria (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
61011009	Bacterial osteomyelitis (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
85426002	Bacterial pleurisy with effusion (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
53084003	Bacterial pneumonia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
10001005	Bacterial septicemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
429728004	Bacterial urethritis (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
312124009	Bacterial urinary infection (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
419760006	Bacterial vaginosis (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
61373006	Bacteriuria (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
67242002	Bagassosis (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
61221008	Baggenstoss change of pancreas (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
205644003	Balanced autosomal translocation (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
254275003	Balanced rearrangement and structural marker (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
44882003	Balanitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
198033005	Balanitis xerotica obliterans (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
46090001	Balanoposthitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
426592006	Ballism (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
230380005	Balo concentric sclerosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
35055000	Band-shaped keratopathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
231472009	Barbiturate dependence (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
5619004	Bardet-Biedl syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
45019006	Bard-Pic syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
168840001	Barium enema abnormal (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
241978003	Barotrauma of descent (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
302914006	Barrett's esophagus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
6815003	Bartholinitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
266123003	Bartonellosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402500004	Basal cell carcinoma of ala nasi (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
424666005	Basal cell carcinoma of auricle of ear (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
423463003	Basal cell carcinoma of back (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
402507001	Basal cell carcinoma of cheek (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
423535002	Basal cell carcinoma of chest wall (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
402508006	Basal cell carcinoma of chin (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402498000	Basal cell carcinoma of dorsum of nose (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402820007	Basal cell carcinoma of ear (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
423325007	Basal cell carcinoma of external auditory canal (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
231832009	Basal cell carcinoma of eyelid (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402519009	Basal cell carcinoma of face (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
403916003	Basal cell carcinoma of forehead (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402522006	Basal cell carcinoma of lower extremity (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402494003	Basal cell carcinoma of lower eyelid (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402506005	Basal cell carcinoma of lower lip (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402504008	Basal cell carcinoma of nasolabial groove (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402509003	Basal cell carcinoma of neck (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402818009	Basal cell carcinoma of nose (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
403915004	Basal cell carcinoma of scalp (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
254701007	Basal cell carcinoma of skin (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402819001	Basal cell carcinoma of skin of lip (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
403917007	Basal cell carcinoma of temple (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402502007	Basal cell carcinoma of tip of nose (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402523001	Basal cell carcinoma of truncal skin (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
403919005	Basal cell carcinoma of upper eyelid (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402505009	Basal cell carcinoma of upper lip (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
300999006	Basal pneumonia (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
50829006	Basic learning problem (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
195180004	Basilar artery occlusion (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
54519002	Basilar artery stenosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
64009001	Basilar artery syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
65209002	Basophilia (finding)	11/1/2006	ACTIVE	ACTIVE (Current)
76223006	Bat ear (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
373435003	Battey disease (disorder)	6/5/2006	ACTIVE	ACTIVE (Current)
109979007	B-cell lymphoma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
69488000	Beaded hair (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
387732009	Becker muscular dystrophy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
81780002	Beckwith-Wiedemann syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
160685001	Bed-ridden (finding)	3/1/2008	ACTIVE	ACTIVE (Current)
241820008	Bee sting (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
844005	Behavior finding (finding)	1/1/2008	ACTIVE	ACTIVE (Current)
231538003	Behavioral and emotional disorder with onset in childhood (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
161128009	Behavioral problems at school (finding)	10/1/2006	ACTIVE	ACTIVE (Current)
231520001	Behavioral syndrome associated with physiological disturbance and physical factors (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
310701003	Behcet's syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
193093009	Bell's palsy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
41713005	Benedikt's syndrome (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
62240004	Benign arteriolar nephrosclerosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
233639007	Benign asbestos pleural effusion (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
240080003	Benign congenital hypotonia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
235616003	Benign esophageal stricture (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
1201005	Benign essential hypertension (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
23717007	Benign essential hypertension complicating AND/OR reason for care during pregnancy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
198944004	Benign essential hypertension complicating pregnancy, childbirth and the puerperium - delivered (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
198946002	Benign essential hypertension complicating pregnancy, childbirth and the puerperium - not delivered (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
198942000	Benign essential hypertension complicating pregnancy, childbirth and the puerperium (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
103011009	Benign exertional headache (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
192840004	Benign familial tremor (finding)	4/1/2007	ACTIVE	ACTIVE (Current)
230652001	Benign fasciculation-cramp syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402872002	Benign fibrohistiocytic neoplasm of skin (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
426134002	Benign ganglioneuroma of abdomen (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
10725009	Benign hypertension (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
66052004	Benign hypertensive heart AND renal disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
194767001	Benign hypertensive heart disease with congestive cardiac failure (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
77737007	Benign hypertensive heart disease with congestive heart failure (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
77970009	Benign hypertensive heart disease without congestive heart failure (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
193003	Benign hypertensive renal disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
68267002	Benign intracranial hypertension (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
19719003	Benign lymphocytic infiltration of Jessner (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
57993004	Benign mammary dysplasia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
58648008	Benign monoclonal gammopathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
230256009	Benign monomelic amyotrophy (disorder)	8/1/2007	ACTIVE	ACTIVE (Current)
267800008	Benign mucous membrane pemphigoid with no eye involvement (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
