SOURCE 	CLASS	LOINC_CODE	"Rank Order(1 = most frequently ordered)"	CONVENIENCE_NAME	LOINC_LONG_COMMON_NAME	COMPONENT	PROPERTY	TM	SPCMN	SCALE	METHOD	Usually not performed at a referral lab (X)
	ALLERGY	6189-5	717	White Oak IgE Qn	White Oak IgE Ab [Units/volume] in Serum								
	ALLERGY	6075-6	718	C herbarum IgE Qn	Cladosporium herbarum IgE Ab [Units/volume] in Serum								
	DRUG/TOX	14314-9	719	BZE Ur Ql Scn	Benzoylecgonine [Presence] in Urine by Screen method								
	MICRO	5332-2	720	RUBV Ab Ser Ql LA	Rubella virus Ab [Presence] in Serum by Latex agglutination								
	UA	12248-1	721	Renal Epi Cells UrnS Ql Micro	Epithelial cells.renal [Presence] in Urine sediment by Light microscopy								
	COAG	5892-5	722	Prot S PPP-aCnc	Protein S [Units/volume] in Platelet poor plasma by Coagulation assay								
	HEM/BC	4552-6	723	Hgb A2 MFr Bld Elph	Hemoglobin A2/Hemoglobin.total in Blood by Electrophoresis								
	MICRO	22314-9	724	HAV IgM Ser Ql	Hepatitis A virus IgM Ab [Presence] in Serum								
	MICRO	46154-1	725	T vaginalis rRNA XXX Ql PCR	Trichomonas vaginalis rRNA [Presence] in Unspecified specimen by Probe & target amplification method								
	MICRO	6357-8	726	C trach DNA Ur Ql PCR	Chlamydia trachomatis DNA [Presence] in Urine by Probe & target amplification method								
	CHEM	36904-1	727	Inhibin A adj MoM Ser	Inhibin A [Multiple of the median] adjusted in Serum								
	MICRO	5862-8	728	FLUAV Ag XXX Ql EIA	Influenza virus A Ag [Presence] in Unspecified specimen by Immunoassay								
	CLIN	45371-2	729	Multiple Pregancy	Multiple pregancy								
	CHEM	2742-5	730	ACE SerPl-cCnc	Angiotensin converting enzyme [Enzymatic activity/volume] in Serum or Plasma								
	MICRO	32764-3	731	Clue Cells XXX Ql Wet Prep	Clue cells [Presence] in Unspecified specimen by Wet preparation								
	HEM/BC	42247-7	732	Hgb Fract Bld HPLC-Imp	Hemoglobin pattern [interpretation] in Blood by HPLC Narrative								
	HEM/BC	11153-4	733	Hct VFr Fld	Hematocrit [Volume Fraction] of Body fluid								
	CHEM	6875-9	734	Cancer Ag15-3 SerPl-aCnc	Cancer Ag 15-3 [Units/volume] in Serum or Plasma								
	CHEM	32166-1	735	HCG adj MoM SerPl	Choriogonadotropin [Multiple of the median] adjusted in Serum or Plasma								
	HEM/BC	6741-3	736	RBC # Fld Manual	Erythrocytes [#/volume] in Body fluid by Manual count								
	MICRO	7900-4	737	H pylori Ab Ser-aCnc	Helicobacter pylori Ab [Units/volume] in Serum								
	ALLERGY	6087-1	738	Corn IgE Qn	Corn IgE Ab [Units/volume] in Serum								
	DRUG/TOX	5763-8	739	Zinc SerPl-mCnc	Zinc [Mass/volume] in Serum or Plasma								
	MICRO	11259-9	740	HCV RNA SerPl Ql PCR	Hepatitis C virus RNA [Presence] in Serum or Plasma by Probe & target amplification method								
	MICRO	38180-6	741	HCV RNA SerPl PCR-Log IU	Hepatitis C virus RNA [log units/volume] (viral load) in Serum or Plasma by Probe & target amplification method								
	DRUG/TOX	3299-5	742	Acetamin Ur Ql	Acetaminophen [Presence] in Urine								
	CHEM	2283-0	743	Folate RBC-mCnc	Folate [Mass/volume] in Red Blood Cells								
	MICRO	5370-2	744	ASO Ab Ser-aCnc	Streptolysin O Ab [Units/volume] in Serum								
	ALLERGY	6041-8	745	Bermuda grass IgE Qn	Bermuda grass IgE Ab [Units/volume] in Serum								
	CHEM	53962-7	746	AFP-TM SerPl-mCnc	Alpha-1-fetoprotein.tumor marker [Mass/volume] in Serum or Plasma								
	MICRO	17859-0	747	H pylori IgG Ser Ql EIA	Helicobacter pylori IgG Ab [Presence] in Serum by Immunoassay								
	ALLERGY	6212-5	748	P notatum IgE Qn	Penicillium notatum IgE Ab [Units/volume] in Serum								
	MICRO	22496-4	749	RUBV Ab Ser Ql	Rubella virus Ab [Presence] in Serum								
	CYTO	49050-8	750	Cyto Endocvx brush	Microscopic observation [Identifier] in Endocervical brush by Cyto stain								
	MICRO	21190-4	751	C trach DNA Cervix Ql PCR	Chlamydia trachomatis DNA [Presence] in Cervix by Probe & target amplification method								
	HEM/BC	30457-6	752	Nonhematic Cells NFr Fld	Nonhematic cells/100 leukocytes in Body fluid								
	HEM/BC	34985-2	753	Unident Cells NFr Fld	Unidentified cells/100 leukocytes in Body fluid								
	MICRO	7966-5	754	MuV IgG Ser-aCnc	Mumps virus IgG Ab [Units/volume] in Serum								
	SPEC	20512-0	755	Turbidity CSF Ql	Turbidity [Presence] of Cerebral spinal fluid								
	MICRO	32198-4	756	N gonorrhoea rRNA Cervix Ql Prb	Neisseria gonorrhoeae rRNA [Presence] in Cervix by DNA probe								
	ALLERGY	6085-5	757	Common Ragweed IgE Qn	Common Ragweed IgE Ab [Units/volume] in Serum								
	ALLERGY	6110-1	758	Engl Plantain IgE Qn	English Plantain IgE Ab [Units/volume] in Serum								
	COAG	6303-2	759	dRVV Tme Time PPP	Dilute Russell viper venom time (dRVVT) in Platelet poor plasma by Coagulation assay								
	COAG	27811-9	760	AT III Act/Nor PPP Chro	Antithrombin actual/normal in Platelet poor plasma by Chromogenic method								
	CHEM	47213-4	761	LDLc real size Pat SerPl	Cholesterol in LDL real size pattern [Identifier] in Serum or Plasma								
	CHEM	31144-9	762	T4 DBS-mCnc	Thyroxine (T4) [Mass/volume] in Dried blood spot								
	CHEM	2087-5	763	IDLc SerPl-mCnc	Cholesterol in IDL [Mass/volume] in Serum or Plasma								
	CHEM	50194-0	764	IDLc+VLDL3c SerPl-mCnc	Cholesterol in IDL+Cholesterol in VLDL 3 [Mass/volume] in Serum or Plasma								
	CHEM	46986-6	765	VLDL3c SerPl-mCnc	Cholesterol in VLDL 3 [Mass/volume] in Serum or Plasma								
	CHEM	49062-3	766	Lipid risk factors Patient	Lipid risk factors [Finding]								
	CHEM	32046-5	767	PAPP-A SerPl-aCnc	Pregnancy associated plasma protein A [Units/volume] in Serum or Plasma								
	DRUG/TOX	26760-9	768	Cannabinoids Ur-aCnc	Cannabinoids [Units/volume] in Urine								
	ALLERGY	13183-9	769	White Elm IgG Qn	White Elm IgG Ab [Units/volume] in Serum								
	SERO	29967-7	770	ANCA IgG Titr Ser IF	Neutrophil cytoplasmic IgG Ab [Titer] in Serum by Immunofluorescence								
	CHEM	1795-4	771	Amylase Fld-cCnc	Amylase [Enzymatic activity/volume] in Body fluid								
	CHEM	1871-3	772	Apo B100 SerPl-mCnc	Apolipoprotein B-100 [Mass/volume] in Serum or Plasma								
	ATTACH.CLINRPT	33716-2	773		Non-gynecological cytology method study								
	CHEM	1763-2	774	Aldost SerPl-mCnc	Aldosterone [Mass/volume] in Serum or Plasma								
	TUMRRGT	34574-4	775	Path report.final Dx Spec	Pathology report final diagnosis								
	MISC	45353-0	776	Date Of Analysis XXX	Date of analysis of unspecified specimen								
	CHEM	2064-4	777	Ceruloplasmin SerPl-mCnc	Ceruloplasmin [Mass/volume] in Serum or Plasma								
	HEM/BC	792-2	778	RBC # CSF Manual	Erythrocytes [#/volume] in Cerebral spinal fluid by Manual count								
	CHEM	29771-3	779	Occult Bld Stl Ql Imm	Hemoglobin.gastrointestinal [Presence] in Stool by Immunologic method								
	ALLERGY	30170-5	780	Amer Roach IgE Qn	American Cockroach IgE Ab [Units/volume] in Serum								
	CHEM	14627-4	781	HCO3 BldV-sCnc	Bicarbonate [Moles/volume] in Venous blood								
	MICRO	31204-1	782	HBV core IgM Ser Ql	Hepatitis B virus core IgM Ab [Presence] in Serum								
	CHEM	1952-1	783	B2 Microglob Ser-mCnc	Beta-2-Microglobulin [Mass/volume] in Serum								
	HEM/BC	13514-5	784	Hgb Fract Bld Elph-Imp	Hemoglobin pattern [interpretation] in Blood by Electrophoresis Narrative								
	MICRO	24012-7	785	HIV1 Ag Ser Ql	HIV 1 Ag [Presence] in Serum								
	MICRO	5222-5	786	HIV1 Ag Ser Ql EIA	HIV 1 Ag [Presence] in Serum by Immunoassay								
	MICRO	13953-5	787	HBV e Ab Ser Ql EIA	Hepatitis B virus e Ab [Presence] in Serum by Immunoassay								
	CHEM	2344-0	788	Glucose Fld-mCnc	Glucose [Mass/volume] in Body fluid								
	SERO	15205-8	789	Rheumatoid fact Ser Neph-aCnc	Rheumatoid factor [Units/volume] in Serum by Nephlometry								
	MOLPATH	29770-5	790	Karyotyp Bld/T	Karyotype [Identifier] in Blood or Tissue Nominal								
	HEM/BC	709-6	791	Blasts NFr Bld Manual	Blasts/100 leukocytes in Blood by Manual count								
	MICRO	20444-6	792	HSV1+2 DNA XXX Ql PCR	Herpes simplex virus 1+2 DNA [Presence] in Unspecified specimen by Probe & target amplification method								
	SPEC	19153-6	793	Specimen vol ?Tm Ur	Volume of unspecified time Urine								
	COAG	3209-4	794	Fact VIII Act/Nor PPP	Coagulation factor VIII activity actual/normal in Platelet poor plasma by Coagulation assay								
	ALLERGY	7155-5	795	Boxelder IgE Qn	Boxelder IgE Ab [Units/volume] in Serum								
	MICRO	5866-9	796	FLUBV Ag XXX Ql EIA	Influenza virus B Ag [Presence] in Unspecified specimen by Immunoassay								
	COAG	13590-5	797	aPCR PPP	Activated protein C resistance [Time Ratio] in Platelet poor plasma by Coagulation assay								
	CYTO	47528-5	798	Cytology Cvx/Vag Doc Cyto	Cytology report of Cervical or vaginal smear or scraping Cyto stain								
	ALLERGY	6106-9	799	Egg White IgE Qn	Egg white IgE Ab [Units/volume] in Serum								
	CHEM	2006-5	800	Cancer Ag125 SerPl Ql	Cancer Ag 125 [Presence] in Serum or Plasma								
	MICRO	655-1	801	Acid fast Mod Kiny Stn XXX	Microscopic observation [Identifier] in Unspecified specimen by Acid fast stain.Kinyoun modified								
	DRUG/TOX	3854-7	802	Nicotine Ur-mCnc	Nicotine [Mass/volume] in Urine								
	MICRO	16131-5	803	HSV2 DNA XXX Ql PCR	Herpes simplex virus 2 DNA [Presence] in Unspecified specimen by Probe & target amplification method								
	MICRO	13954-3	804	HBV e Ag Ser Ql EIA	Hepatitis B virus e Ag [Presence] in Serum by Immunoassay								
	HEM/BC	26446-5	805	Blasts NFr Bld	Blasts/100 leukocytes in Blood								
	HEM/BC	7792-5	806	Dohle Bod Bld Ql Smear	Dohle body [Presence] in Blood by Light microscopy								
	CHEM	2529-6	807	LDH Fld-cCnc	Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid								
	MICRO	41399-7	808	HSV1+2 IgM Ser EIA-aCnc	Herpes simplex virus 1+2 IgM Ab [Units/volume] in Serum by Immunoassay								
	CHEM	3034-6	809	Transferrin SerPl-mCnc	Transferrin [Mass/volume] in Serum or Plasma								
	MICRO	10900-9	810	HBV surface Ab Ser Ql EIA	Hepatitis B virus surface Ab [Presence] in Serum by Immunoassay								
	COAG	3284-7	811	LAC Nt Platelet Time PPP	Lupus anticoagulant neutralization platelet [Time] in Platelet poor plasma by Coagulation assay								
	DRUG/TOX	3414-0	812	Buprenorphine Ur Ql	Buprenorphine [Presence] in Urine								
	CHEM	20404-0	813	Fibronectin Fetal Vag Ql	Fibronectin.fetal [Presence] in Vaginal fluid								
	DRUG/TOX	10998-3	814	Oxycodone Ur Ql	Oxycodone [Presence] in Urine								
	DRUG/TOX	10976-9	815	6MAM Ur Ql	6-Monoacetylmorphine (6-MAM) [Presence] in Urine								
	CHEM	2141-0	816	ACTH Plas-mCnc	Corticotropin [Mass/volume] in Plasma								
	HEM/BC	13046-8	817	Variant Lymphs NFr Bld	Lymphocytes Variant/100 leukocytes in Blood								
	SERO	5351-2	818	ENA SS-A Ab Ser Ql EIA	Sjogrens syndrome-A extractable nuclear Ab [Presence] in Serum by Immunoassay								
	MICRO	6412-1	819	G lamblia Ag Stl Ql EIA	Giardia lamblia Ag [Presence] in Stool by Immunoassay								
	CHEM	2614-6	820	MetHgb MFr Bld	Methemoglobin/Hemoglobin.total in Blood								
	SERO	5353-8	821	ENA SS-B Ab Ser Ql EIA	Sjogrens syndrome-B extractable nuclear Ab [Presence] in Serum by Immunoassay								
	CHEM	2915-7	822	Renin Plas-cCnc	Renin [Enzymatic activity/volume] in Plasma								
	SERO	27416-7	823	ENA Scl70 Ab Ser-aCnc	SCL-70 extractable nuclear Ab [Units/volume] in Serum								
	MICRO	6565-6	824	T vaginalis Genital Wet Prep	Trichomonas vaginalis [Identifier] in Genital specimen by Wet preparation								
	MICRO	21003-9	825	Fungus XXX Fungus Stn	Fungus identified in Unspecified specimen by Fungus stain								
	DRUG/TOX	5639-0	826	Ethanol Bld Ql	Ethanol [Presence] in Blood								
	ALLERGY	6182-0	827	M racemosus IgE Qn	Mucor racemosus IgE Ab [Units/volume] in Serum								
	CHEM	49544-0	828	NB screen recommended f/u Patient-Imp	Newborn screening recommended follow-up [interpretation]								
	DRUG/TOX	3297-9	829	Acetamin SerPl Ql	Acetaminophen [Presence] in Serum or Plasma								
	MICRO	5177-1	830	H pylori IgM Ser EIA-aCnc	Helicobacter pylori IgM Ab [Units/volume] in Serum by Immunoassay								
	HEM/BC	13516-0	831	Neutrophils NFr CSF Manual	Neutrophils/100 leukocytes in Cerebral spinal fluid by Manual count								
	DRUG/TOX	4023-8	832	Salicylates SerPl Ql	Salicylates [Presence] in Serum or Plasma								
	CHEM	2193-1	833	DHEA SerPl-mCnc	Dehydroepiandrosterone (DHEA) [Mass/volume] in Serum or Plasma								
	CHEM	30243-0	834	HGC Intact SerPl-aCnc	Choriogonadotropin.intact [Units/volume] in Serum or Plasma								
	CHAL	1518-0	835	Glucose 2H p 75 g Glc PO SerPl-mCnc	Glucose [Mass/volume] in Serum or Plasma --2 hours post 75 g glucose PO								
	HEM/BC	4547-6	836	Hgb A1 MFr Bld	Hemoglobin A1/Hemoglobin.total in Blood								
	ABXBACT	51724-3	837	Cefuroxime Susc Islt	Cefuroxime [Susceptibility]								
	CHEM	15061-5	838	EPO SerPl-aCnc	Erythropoietin (EPO) [Units/volume] in Serum or Plasma								
	ALLERGY	6152-3	839	Johnson grass IgE Qn	Johnson grass IgE Ab [Units/volume] in Serum								
	CHEM	46735-7	840	Endocrine Disorders DBS-Imp	Endocrine disorders newborn screen interpretation								
	ALLERGY	6252-1	841	S botryosum IgE Qn	Stemphylium botryosum IgE Ab [Units/volume] in Serum								
	MICRO	32286-7	842	HCV Gentyp SerPl PCR	Hepatitis C virus genotype [Identifier] in Serum or Plasma by Probe & target amplification method								
	MICRO	17948-1	843	Fungus XXX Cult org #3	Fungus # 3 identified in Unspecified specimen by Culture								
	MICRO	5199-5	844	HCV Ab Ser Ql IB	Hepatitis C virus Ab [Presence] in Serum by Immunoblot (IB)								
	MICRO	17947-3	845	Fungus XXX Cult org #2	Fungus # 2 identified in Unspecified specimen by Culture								
	MICRO	17949-9	846	Fungus XXX Cult org #4	Fungus # 4 identified in Unspecified specimen by Culture								
	CHEM	42637-9	847	BNP Bld-mCnc	Natriuretic peptide B [Mass/volume] in Blood								
	COAG	9327-8	848	PS IgM Ser Ql EIA	Phosphatidylserine IgM Ab [Presence] in Serum by Immunoassay								
	CHEM	9813-7	849	Cortis AM SerPl-mCnc	Cortisol [Mass/volume] in Serum or Plasma --morning specimen								
	CHEM	1668-3	850	17OHP SerPl-mCnc	17-Hydroxyprogesterone [Mass/volume] in Serum or Plasma								
	BLDBK	14604-3	851	Bld gp Ab present SerPl BPU	Blood group antibodies present [Identifier] in Serum or Plasma from Blood product unit								
	SPEC	20513-8	852	Turbidity Fld Ql	Turbidity [Presence] of Body fluid								
	HEM/BC	48035-0	853	Hgb CSF Ql	Hemoglobin [Presence] in Cerebral spinal fluid								
	CHEM	1825-9	854	A1AT SerPl-mCnc	Alpha 1 antitrypsin [Mass/volume] in Serum or Plasma								
	MICRO	5213-4	855	Heteroph Ab Ser Ql LA	Heterophile Ab [Presence] in Serum by Latex agglutination								
	CHEM	13440-3	856	Interpretation Ur IFE-Imp	Immunofixation [interpretation] for Urine								
	ALLERGY	6039-2	857	Beef IgE Qn	Beef IgE Ab [Units/volume] in Serum								
	ABXBACT	18929-0	858	Gentamicin Synergy Susc Islt	Gentamicin.high potency [Susceptibility]								
	CHEM	17862-4	859	Calcium Ur-mCnc	Calcium [Mass/volume] in Urine								
	ALLERGY	6034-3	860	Bahia grass IgE Qn	Bahia grass IgE Ab [Units/volume] in Serum								
	SERO	5358-7	861	Smooth muscle Ab Titr Ser IF	Smooth muscle Ab [Titer] in Serum by Immunofluorescence								
	MICRO	5388-4	862	T gondii IgG Ser EIA-aCnc	Toxoplasma gondii IgG Ab [Units/volume] in Serum by Immunoassay								
	MICRO	27948-9	863	HSV1+2 IgG Ser EIA-aCnc	Herpes simplex virus 1+2 IgG Ab [Units/volume] in Serum by Immunoassay								
	UA	9439-1	864	Casts #/area UrnS HPF	Casts [#/area] in Urine sediment by Microscopy high power field								
	CHEM	2745-8	865	pH BldC	pH of Capillary blood								
	PULM	33022-5	866	pCO2 BldC TcCo2	Carbon dioxide [Partial pressure] in Capillary blood by Transcutaneous CO2 monitor								
	CHEM	13438-7	867	Prot Pattern Ur Elph-Imp	Protein Fractions [interpretation] in Urine by Electrophoresis								
	CELLMARK	8117-4	868	CD19 Cells NFr Bld	CD19 cells/100 cells in Blood								
	SPEC	38527-8	869	# Spec Recd Stl	Number of specimens received of Stool								
	DRUG/TOX	35597-4	870	Salicylates SerPl Scn-mCnc	Salicylates [Mass/volume] in Serum or Plasma by Screen method								
	DRUG/TOX	3665-7	871	Gentamicin Trough SerPl-mCnc	Gentamicin [Mass/volume] in Serum or Plasma --trough								
	CHAL	1501-6	872	Glucose 1H p 100 g Glc PO SerPl-mCnc	Glucose [Mass/volume] in Serum or Plasma --1 hour post 100 g glucose PO								
	HEM/BC	13527-7	873	Unident Cells NFr CSF Manual	Unidentified cells/100 leukocytes in Cerebral spinal fluid by Manual count								
	MICRO	32765-0	874	Yeast XXX Ql Wet Prep	Yeast [Presence] in Unspecified specimen by Wet preparation								
	CHEM	20563-3	875	COHgb MFr Bld	Carboxyhemoglobin/Hemoglobin.total in Blood								
	CHAL	1507-3	876	Glucose 1H p 75 g Glc PO SerPl-mCnc	Glucose [Mass/volume] in Serum or Plasma --1 hour post 75 g glucose PO								
	DRUG/TOX	14836-1	877	MTX SerPl-sCnc	Methotrexate [Moles/volume] in Serum or Plasma								
	SERO	6924-5	878	Gliadin IgA Ser-aCnc	Gliadin IgA Ab [Units/volume] in Serum								
	ABXBACT	18983-7	879	Streptomycin High Pot Susc Islt	Streptomycin.high potency [Susceptibility]								
	CHAL	20437-0	880	Glucose 3H p Glc SerPl-mCnc	Glucose [Mass/volume] in Serum or Plasma --3 hours post dose glucose								
	MICRO	5876-8	881	RSV Ag XXX Ql EIA	Respiratory syncytial virus Ag [Presence] in Unspecified specimen by Immunoassay								
	CHEM	56490-6	882	Occult Bld sp2 Stl Ql Imm	Hemoglobin.gastrointestinal [Presence] in Stool by Immunologic method --2nd specimen								
	CHEM	56491-4	883	Occult Bld sp3 Stl Ql Imm	Hemoglobin.gastrointestinal [Presence] in Stool by Immunologic method --3rd specimen								
	CHAL	20436-2	884	Glucose 2H p Glc SerPl-mCnc	Glucose [Mass/volume] in Serum or Plasma --2 hours post dose glucose								
	H&P.HX	8665-2	885	Date LMP	Date last menstrual period								
	COAG	27819-2	886	Prot C Act/Nor PPP	Protein C actual/normal in Platelet poor plasma by Coagulation assay								
	COAG	5076-5	887	Cardiolipin IgA Ser EIA-aCnc	Cardiolipin IgA Ab [Units/volume] in Serum by Immunoassay								
	HEM/BC	26486-1	888	Monocytes NFr CSF	Monocytes/100 leukocytes in Cerebral spinal fluid								
	CHEM	1884-6	889	Apo B SerPl-mCnc	Apolipoprotein B [Mass/volume] in Serum or Plasma								
	SERO	29953-7	890	ANA Titr Ser	Nuclear Ab [Titer] in Serum								
	ALLERGY	7291-8	891	Whole Egg IgE Qn	Whole Egg IgE Ab [Units/volume] in Serum								
	DRUG/TOX	5645-7	892	Ethanol Ur-mCnc	Ethanol [Mass/volume] in Urine								
	MICRO	11545-1	893	Acid fast Stn XXX	Microscopic observation [Identifier] in Unspecified specimen by Acid fast stain								
	MICRO	6473-3	894	Tri Stn Tiss	Microscopic observation [Identifier] in Tissue by Trichrome stain								
	ABXBACT	20460-2	895	Cefuroxime Oral Islt MIC	Cefuroxime Oral [Susceptibility] by Minimum inhibitory concentration (MIC)								
	CHAL	1514-9	896	Glucose 2H p 100 g Glc PO SerPl-mCnc	Glucose [Mass/volume] in Serum or Plasma --2 hours post 100 g glucose PO								
	UA	21033-6	897	Yeast Budding UrnS Ql	Yeast.budding [Presence] in Urine sediment								
	PULM	19941-4	898	Gas flow.O2 O2 delivery sys	Oxygen gas flow Oxygen delivery system								
	ALLERGY	6073-1	899	Chocolate IgE Qn	Chocolate IgE Ab [Units/volume] in Serum								
	HEM/BC	12208-5	900	Eosinophil NFr CSF Manual	Eosinophils/100 leukocytes in Cerebral spinal fluid by Manual count								
	HEM/BC	12278-8	901	Neuts Band NFr CSF Manual	Neutrophils.band form/100 leukocytes in Cerebral spinal fluid by Manual count								
	CHEM	6874-2	902	Calcium 24H Ur-mRate	Calcium [Mass/time] in 24 hour Urine								
	HEM/BC	13519-4	903	Basophils NFr CSF Manual	Basophils/100 leukocytes in Cerebral spinal fluid by Manual count								
	FERT	3160-9	904	Specimen vol Smn	Volume of Semen								
	HEM/BC	38908-0	905	Poikilocytosis Bld Ql Auto	Poikilocytosis [Presence] in Blood by Automated count								
	HEM/BC	13517-8	906	Variant Lymphs NFr CSF Manual	Lymphocytes Variant/100 leukocytes in Cerebral spinal fluid by Manual count								
	UA	20505-4	907	Bilirub Ur Strip-mCnc	Bilirubin [Mass/volume] in Urine by Test strip								
	HEM/BC	13529-3	908	nRBC # CSF Manual	Nucleated erythrocytes [#/volume] in Cerebral spinal fluid by Manual count								
	HEM/BC	10329-1	909	Monocytes NFr CSF Manual	Monocytes/100 leukocytes in Cerebral spinal fluid by Manual count								
